alpaca_symbol,security_name,exchange,ETF,Test Issue,qlib_symbol,universe_snapshot_source
SMC,Summit Midstream Corporation Common Stock,NYSE,N,N,SMC,Nasdaq Trader Symbol Directory
SMCI,"Super Micro Computer, Inc. - Common Stock",NASDAQ,N,N,SMCI,Nasdaq Trader Symbol Directory
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE,N,N,SMG,Nasdaq Trader Symbol Directory
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,NYSE Arca,N,N,SMHB,Nasdaq Trader Symbol Directory
SMHI,SEACOR Marine Holdings Inc. Common Stock ,NYSE,N,N,SMHI,Nasdaq Trader Symbol Directory
SMID,Smith-Midland Corporation - Common Stock,NASDAQ,N,N,SMID,Nasdaq Trader Symbol Directory
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,NYSE American,N,N,SMJF,Nasdaq Trader Symbol Directory
SMMT,Summit Therapeutics Inc.  - Common Stock,NASDAQ,N,N,SMMT,Nasdaq Trader Symbol Directory
SMP,"Standard Motor Products, Inc. Common Stock",NYSE,N,N,SMP,Nasdaq Trader Symbol Directory
SMPL,The Simply Good Foods Company - Common Stock,NASDAQ,N,N,SMPL,Nasdaq Trader Symbol Directory
SMR,NuScale Power Corporation Class A Common Stock,NYSE,N,N,SMR,Nasdaq Trader Symbol Directory
SMRT,"SmartRent, Inc. Class A Common Stock",NYSE,N,N,SMRT,Nasdaq Trader Symbol Directory
SMSI,"Smith Micro Software, Inc. - Common Stock",NASDAQ,N,N,SMSI,Nasdaq Trader Symbol Directory
SMTC,Semtech Corporation - Common Stock,NASDAQ,N,N,SMTC,Nasdaq Trader Symbol Directory
SMTI,Sanara MedTech Inc. - Common Stock,NASDAQ,N,N,SMTI,Nasdaq Trader Symbol Directory
SMTK,"SmartKem, Inc. - Common Stock",NASDAQ,N,N,SMTK,Nasdaq Trader Symbol Directory
SMWB,Similarweb Ltd. Ordinary Shares,NYSE,N,N,SMWB,Nasdaq Trader Symbol Directory
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,NASDAQ,N,N,SMX,Nasdaq Trader Symbol Directory
SMXT,Solarmax Technology Inc. - Common Stock,NASDAQ,N,N,SMXT,Nasdaq Trader Symbol Directory
SN,"SharkNinja, Inc. Ordinary Shares",NYSE,N,N,SN,Nasdaq Trader Symbol Directory
SNA,Snap-On Incorporated Common Stock,NYSE,N,N,SNA,Nasdaq Trader Symbol Directory
SNAL,"Snail, Inc. - Class A Common Stock",NASDAQ,N,N,SNAL,Nasdaq Trader Symbol Directory
SNAP,Snap Inc. Class A Common Stock,NYSE,N,N,SNAP,Nasdaq Trader Symbol Directory
SND,"Smart Sand, Inc. - Common Stock",NASDAQ,N,N,SND,Nasdaq Trader Symbol Directory
SNDA,"Sonida Senior Living, Inc. Common Stock",NYSE,N,N,SNDA,Nasdaq Trader Symbol Directory
SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,N,N,SNDK,Nasdaq Trader Symbol Directory
SNDL,SNDL Inc. - Common Shares,NASDAQ,N,N,SNDL,Nasdaq Trader Symbol Directory
SNDR,"Schneider National, Inc. Common Stock",NYSE,N,N,SNDR,Nasdaq Trader Symbol Directory
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SNDX,Nasdaq Trader Symbol Directory
SNES,"SenesTech, Inc. - Common Stock",NASDAQ,N,N,SNES,Nasdaq Trader Symbol Directory
SNEX,StoneX Group Inc. - Common Stock,NASDAQ,N,N,SNEX,Nasdaq Trader Symbol Directory
SNFCA,Security National Financial Corporation - Class A Common Stock,NASDAQ,N,N,SNFCA,Nasdaq Trader Symbol Directory
SNGX,"Soligenix, Inc. - Common Stock",NASDAQ,N,N,SNGX,Nasdaq Trader Symbol Directory
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE,N,N,SNN,Nasdaq Trader Symbol Directory
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SNOA,Nasdaq Trader Symbol Directory
SNOW,Snowflake Inc. Common Stock,NYSE,N,N,SNOW,Nasdaq Trader Symbol Directory
SNPS,"Synopsys, Inc. - Common Stock",NASDAQ,N,N,SNPS,Nasdaq Trader Symbol Directory
SNSC,SunScout Holding Limited Class A Ordinary Shares,NYSE American,N,N,SNSC,Nasdaq Trader Symbol Directory
SNT,Senstar Technologies Corporation - Common Shares,NASDAQ,N,N,SNT,Nasdaq Trader Symbol Directory
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,NASDAQ,N,N,SNTG,Nasdaq Trader Symbol Directory
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",NASDAQ,N,N,SNTI,Nasdaq Trader Symbol Directory
SNWV,"SANUWAVE Health, Inc. - Common Stock",NASDAQ,N,N,SNWV,Nasdaq Trader Symbol Directory
SNX,TD SYNNEX Corporation Common Stock,NYSE,N,N,SNX,Nasdaq Trader Symbol Directory
SNYR,Synergy CHC Corp. - Common Stock,NASDAQ,N,N,SNYR,Nasdaq Trader Symbol Directory
SO,Southern Company (The) Common Stock,NYSE,N,N,SO,Nasdaq Trader Symbol Directory
SOAR,"Volato Group, Inc. Class A Common Stock",NYSE American,N,N,SOAR,Nasdaq Trader Symbol Directory
SOBO,South Bow Corporation Common Shares,NYSE,N,N,SOBO,Nasdaq Trader Symbol Directory
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ,N,N,SOBR,Nasdaq Trader Symbol Directory
SOC,Sable Offshore Corp. Common Stock,NYSE,N,N,SOC,Nasdaq Trader Symbol Directory
SOFI,"SoFi Technologies, Inc.  - Common Stock",NASDAQ,N,N,SOFI,Nasdaq Trader Symbol Directory
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",NYSE,N,N,SOJC,Nasdaq Trader Symbol Directory
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",NYSE,N,N,SOJD,Nasdaq Trader Symbol Directory
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",NYSE,N,N,SOJE,Nasdaq Trader Symbol Directory
SOJF,"Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15, 2085",NYSE,N,N,SOJF,Nasdaq Trader Symbol Directory
SOLS,Solstice Advanced Materials Inc. - Common Stock,NASDAQ,N,N,SOLS,Nasdaq Trader Symbol Directory
SOLV,Solventum Corporation Common Stock,NYSE,N,N,SOLV,Nasdaq Trader Symbol Directory
SON,Sonoco Products Company Common Stock,NYSE,N,N,SON,Nasdaq Trader Symbol Directory
SONM,"DNA X, Inc. - Common Stock",NASDAQ,N,N,SONM,Nasdaq Trader Symbol Directory
SONO,"Sonos, Inc. - Common Stock",NASDAQ,N,N,SONO,Nasdaq Trader Symbol Directory
SOPH,SOPHiA GENETICS SA - Ordinary Shares,NASDAQ,N,N,SOPH,Nasdaq Trader Symbol Directory
SOR,"Source Capital, Inc. Cmn Shs of BI",NYSE,N,N,SOR,Nasdaq Trader Symbol Directory
SORA,AsiaStrategy - Ordinary Shares,NASDAQ,N,N,SORA,Nasdaq Trader Symbol Directory
SOS,SOS Limited Class A Ordinary Shares,NYSE,N,N,SOS,Nasdaq Trader Symbol Directory
SOTK,Sono-Tek Corporation - Common Stock,NASDAQ,N,N,SOTK,Nasdaq Trader Symbol Directory
SOUN,"SoundHound AI, Inc. - Class A Common Stock",NASDAQ,N,N,SOUN,Nasdaq Trader Symbol Directory
SOWG,Sow Good Inc. - Common Stock,NASDAQ,N,N,SOWG,Nasdaq Trader Symbol Directory
SPAI,Safe Pro Group Inc. - Common Stock,NASDAQ,N,N,SPAI,Nasdaq Trader Symbol Directory
SPB,"Spectrum Brands Holdings, Inc. Common Stock",NYSE,N,N,SPB,Nasdaq Trader Symbol Directory
SPCB,"SuperCom, Ltd. - Ordinary Shares",NASDAQ,N,N,SPCB,Nasdaq Trader Symbol Directory
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",NYSE,N,N,SPCE,Nasdaq Trader Symbol Directory
SPCX,Space Exploration Technologies Corp. - Class A Common Stock,NASDAQ,N,N,SPCX,Nasdaq Trader Symbol Directory
SPE,"Special Opportunities Fund, Inc Common Stock",NYSE,N,N,SPE,Nasdaq Trader Symbol Directory
SPFI,"South Plains Financial, Inc. - Common Stock",NASDAQ,N,N,SPFI,Nasdaq Trader Symbol Directory
SPG,"Simon Property Group, Inc. Common Stock",NYSE,N,N,SPG,Nasdaq Trader Symbol Directory
SPGI,S&P Global Inc. Common Stock,NYSE,N,N,SPGI,Nasdaq Trader Symbol Directory
SPH,"Suburban Propane Partners, L.P. Common Stock",NYSE,N,N,SPH,Nasdaq Trader Symbol Directory
SPHL,Springview Holdings Ltd - Ordinary shares,NASDAQ,N,N,SPHL,Nasdaq Trader Symbol Directory
SPHR,Sphere Entertainment Co. Class A Common Stock,NYSE,N,N,SPHR,Nasdaq Trader Symbol Directory
SPIR,"Spire Global, Inc. Class A Common Stock",NYSE,N,N,SPIR,Nasdaq Trader Symbol Directory
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",NYSE,N,N,SPMC,Nasdaq Trader Symbol Directory
SPNT,SiriusPoint Ltd. Common Shares,NYSE,N,N,SPNT,Nasdaq Trader Symbol Directory
SPOK,"Spok Holdings, Inc. - Common Stock",NASDAQ,N,N,SPOK,Nasdaq Trader Symbol Directory
SPOT,Spotify Technology S.A. Ordinary Shares,NYSE,N,N,SPOT,Nasdaq Trader Symbol Directory
SPPL,SIMPPLE LTD. - Ordinary Shares,NASDAQ,N,N,SPPL,Nasdaq Trader Symbol Directory
SPRB,"Spruce Biosciences, Inc. - Common Stock",NASDAQ,N,N,SPRB,Nasdaq Trader Symbol Directory
SPRC,SciSparc Ltd. - Ordinary Shares,NASDAQ,N,N,SPRC,Nasdaq Trader Symbol Directory
SPRO,"Spero Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SPRO,Nasdaq Trader Symbol Directory
SPRU,Spruce Power Holding Corporation Class A Common Stock,NYSE,N,N,SPRU,Nasdaq Trader Symbol Directory
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SPRY,Nasdaq Trader Symbol Directory
SPSC,"SPS Commerce, Inc. - Common Stock",NASDAQ,N,N,SPSC,Nasdaq Trader Symbol Directory
SPT,"Sprout Social, Inc - Class A Common Stock",NASDAQ,N,N,SPT,Nasdaq Trader Symbol Directory
SPTX,"Seaport Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SPTX,Nasdaq Trader Symbol Directory
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",NASDAQ,N,N,SPWH,Nasdaq Trader Symbol Directory
SPWR,SunPower Inc. - Common Stock,NASDAQ,N,N,SPWR,Nasdaq Trader Symbol Directory
SPXC,"SPX Technologies, Inc. Common Stock",NYSE,N,N,SPXC,Nasdaq Trader Symbol Directory
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,NYSE,N,N,SPXX,Nasdaq Trader Symbol Directory
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",NASDAQ,N,N,SQFT,Nasdaq Trader Symbol Directory
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE,N,N,SQM,Nasdaq Trader Symbol Directory
SR,Spire Inc. Common Stock,NYSE,N,N,SR,Nasdaq Trader Symbol Directory
SRAD,Sportradar Group AG - Class A Ordinary Shares,NASDAQ,N,N,SRAD,Nasdaq Trader Symbol Directory
SRBK,"SR Bancorp, Inc. - Common stock",NASDAQ,N,N,SRBK,Nasdaq Trader Symbol Directory
SRCE,1st Source Corporation - Common Stock,NASDAQ,N,N,SRCE,Nasdaq Trader Symbol Directory
SRE,DBA Sempra Common Stock,NYSE,N,N,SRE,Nasdaq Trader Symbol Directory
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,NYSE,N,N,SREA,Nasdaq Trader Symbol Directory
SRFM,Surf Air Mobility Inc. Common Stock,NYSE,N,N,SRFM,Nasdaq Trader Symbol Directory
SRG,Seritage Growth Properties Class A Common Stock,NYSE,N,N,SRG,Nasdaq Trader Symbol Directory
SRI,"Stoneridge, Inc. Common Stock",NYSE,N,N,SRI,Nasdaq Trader Symbol Directory
SRJN,Spire Inc. 6.375% Junior Subordinated Notes due 2086,NYSE,N,N,SRJN,Nasdaq Trader Symbol Directory
SRL,Scully Royalty Ltd.,NYSE,N,N,SRL,Nasdaq Trader Symbol Directory
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SRPT,Nasdaq Trader Symbol Directory
SRRK,Scholar Rock Holding Corporation - Common Stock,NASDAQ,N,N,SRRK,Nasdaq Trader Symbol Directory
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",NASDAQ,N,N,SRTA,Nasdaq Trader Symbol Directory
SRTS,"Sensus Healthcare, Inc. - Common Stock",NASDAQ,N,N,SRTS,Nasdaq Trader Symbol Directory
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,NYSE,N,N,SRV,Nasdaq Trader Symbol Directory
SRXH,SRX Global Inc. Common Stock,NYSE American,N,N,SRXH,Nasdaq Trader Symbol Directory
SRZN,"Surrozen, Inc. - Common Stock",NASDAQ,N,N,SRZN,Nasdaq Trader Symbol Directory
SSB,SouthState Bank Corporation Common Stock,NYSE,N,N,SSB,Nasdaq Trader Symbol Directory
SSBI,Summit State Bank - Common Stock,NASDAQ,N,N,SSBI,Nasdaq Trader Symbol Directory
SSD,"Simpson Manufacturing Company, Inc. Common Stock",NYSE,N,N,SSD,Nasdaq Trader Symbol Directory
SSII,SS Innovations International Inc. - Common Stock,NASDAQ,N,N,SSII,Nasdaq Trader Symbol Directory
SSM,Sono Group N.V. - Ordinary Shares,NASDAQ,N,N,SSM,Nasdaq Trader Symbol Directory
SSMR,Sunshine Silver Mining & Refining Company Common Stock,NYSE,N,N,SSMR,Nasdaq Trader Symbol Directory
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,N,N,SSNC,Nasdaq Trader Symbol Directory
SSP,E.W. Scripps Company (The) - Class A Common Stock,NASDAQ,N,N,SSP,Nasdaq Trader Symbol Directory
SSRM,SSR Mining Inc. - Common Stock,NASDAQ,N,N,SSRM,Nasdaq Trader Symbol Directory
SST,"System1, Inc. Class A Common Stock",NYSE,N,N,SST,Nasdaq Trader Symbol Directory
SSTI,"SoundThinking, Inc. - Common Stock",NASDAQ,N,N,SSTI,Nasdaq Trader Symbol Directory
SSTK,"Shutterstock, Inc. Common Stock",NYSE,N,N,SSTK,Nasdaq Trader Symbol Directory
SSYS,"Stratasys, Ltd. - Common Stock",NASDAQ,N,N,SSYS,Nasdaq Trader Symbol Directory
ST,Sensata Technologies Holding plc Ordinary Shares,NYSE,N,N,ST,Nasdaq Trader Symbol Directory
STAA,STAAR Surgical Company - Common Stock,NASDAQ,N,N,STAA,Nasdaq Trader Symbol Directory
STAG,"Stag Industrial, Inc. Common Stock",NYSE,N,N,STAG,Nasdaq Trader Symbol Directory
STAK,STAK Inc. - Class A Ordinary Shares,NASDAQ,N,N,STAK,Nasdaq Trader Symbol Directory
STBA,"S&T Bancorp, Inc. - Common Stock",NASDAQ,N,N,STBA,Nasdaq Trader Symbol Directory
STC,Stewart Information Services Corporation Common Stock,NYSE,N,N,STC,Nasdaq Trader Symbol Directory
STDN,"Standard Nuclear, Inc. Class A Common Stock",NYSE,N,N,STDN,Nasdaq Trader Symbol Directory
STE,STERIS plc (Ireland) Ordinary Shares,NYSE,N,N,STE,Nasdaq Trader Symbol Directory
STEM,"Stem, Inc. Class A Common Stock",NYSE,N,N,STEM,Nasdaq Trader Symbol Directory
STEP,StepStone Group Inc. - Class A Common Stock,NASDAQ,N,N,STEP,Nasdaq Trader Symbol Directory
STEW,"SRH Total Return Fund, Inc. Common Stock",NYSE,N,N,STEW,Nasdaq Trader Symbol Directory
STEX,Streamex Corp. - Common Stock,NASDAQ,N,N,STEX,Nasdaq Trader Symbol Directory
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,STFS,Nasdaq Trader Symbol Directory
STGW,Stagwell Inc. - Class A Common Stock,NASDAQ,N,N,STGW,Nasdaq Trader Symbol Directory
STHO,Star Holdings - Shares of Beneficial Interest,NASDAQ,N,N,STHO,Nasdaq Trader Symbol Directory
STI,"Solidion Technology, Inc. - Common Stock",NASDAQ,N,N,STI,Nasdaq Trader Symbol Directory
STIM,"Neuronetics, Inc. - Common Stock",NASDAQ,N,N,STIM,Nasdaq Trader Symbol Directory
STK,Columbia Seligman Premium Technology Growth Fund Inc,NYSE,N,N,STK,Nasdaq Trader Symbol Directory
STKE,Sol Strategies Inc. - Common Shares,NASDAQ,N,N,STKE,Nasdaq Trader Symbol Directory
STKS,"The ONE Group Hospitality, Inc. - Common Stock",NASDAQ,N,N,STKS,Nasdaq Trader Symbol Directory
STLA,Stellantis N.V. Common Shares,NYSE,N,N,STLA,Nasdaq Trader Symbol Directory
STLD,"Steel Dynamics, Inc. - Common Stock",NASDAQ,N,N,STLD,Nasdaq Trader Symbol Directory
STLN,"Starling Oncology, Inc. - Common Stock",NASDAQ,N,N,STLN,Nasdaq Trader Symbol Directory
STM,STMicroelectronics N.V. Common Stock,NYSE,N,N,STM,Nasdaq Trader Symbol Directory
STN,Stantec Inc Common Stock,NYSE,N,N,STN,Nasdaq Trader Symbol Directory
STNE,StoneCo Ltd. - Class A Common Share,NASDAQ,N,N,STNE,Nasdaq Trader Symbol Directory
STNG,Scorpio Tankers Inc. Common Shares,NYSE,N,N,STNG,Nasdaq Trader Symbol Directory
STOK,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ,N,N,STOK,Nasdaq Trader Symbol Directory
STRA,"Strategic Education, Inc. - Common Stock",NASDAQ,N,N,STRA,Nasdaq Trader Symbol Directory
STRL,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ,N,N,STRL,Nasdaq Trader Symbol Directory
STRO,"Sutro Biopharma, Inc. - Common Stock",NASDAQ,N,N,STRO,Nasdaq Trader Symbol Directory
STRR,"Star Equity Holdings, Inc. - Common Stock",NASDAQ,N,N,STRR,Nasdaq Trader Symbol Directory
STRT,STRATTEC SECURITY CORPORATION - Common Stock,NASDAQ,N,N,STRT,Nasdaq Trader Symbol Directory
STRW,"Strawberry Fields REIT, Inc. Common Stock",NYSE American,N,N,STRW,Nasdaq Trader Symbol Directory
STRZ,Starz Entertainment Corp. - Common Shares,NASDAQ,N,N,STRZ,Nasdaq Trader Symbol Directory
STT,State Street Corporation Common Stock,NYSE,N,N,STT,Nasdaq Trader Symbol Directory
STTK,"Shattuck Labs, Inc. - Common Stock",NASDAQ,N,N,STTK,Nasdaq Trader Symbol Directory
STUB,"StubHub Holdings, Inc. Class A Common Stock",NYSE,N,N,STUB,Nasdaq Trader Symbol Directory
STVN,Stevanato Group S.p.A. Ordinary Shares,NYSE,N,N,STVN,Nasdaq Trader Symbol Directory
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",NYSE,N,N,STWD,Nasdaq Trader Symbol Directory
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),NASDAQ,N,N,STX,Nasdaq Trader Symbol Directory
STXS,"Stereotaxis, Inc. Common Stock",NYSE American,N,N,STXS,Nasdaq Trader Symbol Directory
STZ,"Constellation Brands, Inc. Common Stock",NYSE,N,N,STZ,Nasdaq Trader Symbol Directory
SU,Suncor Energy  Inc. Common Stock,NYSE,N,N,SU,Nasdaq Trader Symbol Directory
SUGP,SU Group Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,SUGP,Nasdaq Trader Symbol Directory
SUI,"Sun Communities, Inc. Common Stock",NYSE,N,N,SUI,Nasdaq Trader Symbol Directory
SUIG,Sui Group Holdings Limited - Common Stock,NASDAQ,N,N,SUIG,Nasdaq Trader Symbol Directory
SUJA,"Suja Life, Inc. - Class A Common Stock",NASDAQ,N,N,SUJA,Nasdaq Trader Symbol Directory
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",NYSE,N,N,SUNB,Nasdaq Trader Symbol Directory
SUNE,"SUNation Energy, Inc. - Common Stock",NASDAQ,N,N,SUNE,Nasdaq Trader Symbol Directory
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",NASDAQ,N,N,SUNS,Nasdaq Trader Symbol Directory
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SUPN,Nasdaq Trader Symbol Directory
SUPX,SuperX AI Technology Limited - Ordinary Shares,NASDAQ,N,N,SUPX,Nasdaq Trader Symbol Directory
SURG,"SurgePays, Inc. - Common Stock",NASDAQ,N,N,SURG,Nasdaq Trader Symbol Directory
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",NASDAQ,N,N,SVA,Nasdaq Trader Symbol Directory
SVC,Service Properties Trust - Common Shares of Beneficial Interest,NASDAQ,N,N,SVC,Nasdaq Trader Symbol Directory
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,NASDAQ,N,N,SVCC,Nasdaq Trader Symbol Directory
SVCO,"Silvaco Group, Inc. - Common Stock",NASDAQ,N,N,SVCO,Nasdaq Trader Symbol Directory
SVM,Silvercorp Metals Inc. Common Shares,NYSE American,N,N,SVM,Nasdaq Trader Symbol Directory
SVRA,"Savara, Inc. - Common Stock",NASDAQ,N,N,SVRA,Nasdaq Trader Symbol Directory
SVRN,OceanPal Inc. - Common Stock,NASDAQ,N,N,SVRN,Nasdaq Trader Symbol Directory
SVV,"Savers Value Village, Inc. Common Stock",NYSE,N,N,SVV,Nasdaq Trader Symbol Directory
SW,Smurfit WestRock plc Ordinary Shares,NYSE,N,N,SW,Nasdaq Trader Symbol Directory
SWAG,"Stran & Company, Inc. - Common Stock",NASDAQ,N,N,SWAG,Nasdaq Trader Symbol Directory
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ,N,N,SWBI,Nasdaq Trader Symbol Directory
SWIM,"Latham Group, Inc. - Common Stock",NASDAQ,N,N,SWIM,Nasdaq Trader Symbol Directory
SWK,"Stanley Black & Decker, Inc. Common Stock",NYSE,N,N,SWK,Nasdaq Trader Symbol Directory
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027,NASDAQ,N,N,SWKHL,Nasdaq Trader Symbol Directory
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAQ,N,N,SWKS,Nasdaq Trader Symbol Directory
SWMR,"Swarmer, Inc - common stock",NASDAQ,N,N,SWMR,Nasdaq Trader Symbol Directory
SWVL,Swvl Holdings Corp - Ordinary Shares,NASDAQ,N,N,SWVL,Nasdaq Trader Symbol Directory
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE,N,N,SWX,Nasdaq Trader Symbol Directory
SWZ,Total Return Securities Fund Common Stock,NYSE,N,N,SWZ,Nasdaq Trader Symbol Directory
SXC,"SunCoke Energy, Inc. Common Stock",NYSE,N,N,SXC,Nasdaq Trader Symbol Directory
SXI,Standex International Corporation Common Stock,NYSE,N,N,SXI,Nasdaq Trader Symbol Directory
SXT,Sensient Technologies Corporation Common Stock,NYSE,N,N,SXT,Nasdaq Trader Symbol Directory
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",NASDAQ,N,N,SXTC,Nasdaq Trader Symbol Directory
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,SXTP,Nasdaq Trader Symbol Directory
SY,So-Young International Inc. - American Depository Shares,NASDAQ,N,N,SY,Nasdaq Trader Symbol Directory
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ,N,N,SYBT,Nasdaq Trader Symbol Directory
SYF,Synchrony Financial Common Stock,NYSE,N,N,SYF,Nasdaq Trader Symbol Directory
SYK,Stryker Corporation Common Stock,NYSE,N,N,SYK,Nasdaq Trader Symbol Directory
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ,N,N,SYM,Nasdaq Trader Symbol Directory
SYNA,Synaptics Incorporated - Common Stock,NASDAQ,N,N,SYNA,Nasdaq Trader Symbol Directory
SYNX,Silynxcom Ltd. Ordinary Shares,NYSE American,N,N,SYNX,Nasdaq Trader Symbol Directory
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ,N,N,SYPR,Nasdaq Trader Symbol Directory
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,N,N,SYRE,Nasdaq Trader Symbol Directory
SYY,Sysco Corporation Common Stock,NYSE,N,N,SYY,Nasdaq Trader Symbol Directory
T,AT&T Inc.,NYSE,N,N,T,Nasdaq Trader Symbol Directory
TAC,TransAlta Corporation Ordinary Shares,NYSE,N,N,TAC,Nasdaq Trader Symbol Directory
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ,N,N,TACT,Nasdaq Trader Symbol Directory
TALO,"Talos Energy, Inc. Common Stock",NYSE,N,N,TALO,Nasdaq Trader Symbol Directory
TANH,Tantech Holdings Ltd. - Class A Common Shares,NASDAQ,N,N,TANH,Nasdaq Trader Symbol Directory
TAOP,Taoping Inc. - Ordinary Shares,NASDAQ,N,N,TAOP,Nasdaq Trader Symbol Directory
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ,N,N,TAOX,Nasdaq Trader Symbol Directory
TAP,Molson Coors Beverage Company Class B Common Stock,NYSE,N,N,TAP,Nasdaq Trader Symbol Directory
TAP.A,Molson Coors Beverage Company Class A Common Stock,NYSE,N,N,TAP_A,Nasdaq Trader Symbol Directory
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,TARA,Nasdaq Trader Symbol Directory
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,TARS,Nasdaq Trader Symbol Directory
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ,N,N,TASK,Nasdaq Trader Symbol Directory
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAQ,N,N,TATT,Nasdaq Trader Symbol Directory
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ,N,N,TAYD,Nasdaq Trader Symbol Directory
TBB,AT&T Inc. 5.350% Global Notes due 2066,NYSE,N,N,TBB,Nasdaq Trader Symbol Directory
TBBB,BBB Foods Inc. Class A Common Shares,NYSE,N,N,TBBB,Nasdaq Trader Symbol Directory
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ,N,N,TBBK,Nasdaq Trader Symbol Directory
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ,N,N,TBCH,Nasdaq Trader Symbol Directory
TBI,"TrueBlue, Inc. Common Stock",NYSE,N,N,TBI,Nasdaq Trader Symbol Directory
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAQ,N,N,TBLA,Nasdaq Trader Symbol Directory
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAQ,N,N,TBLD,Nasdaq Trader Symbol Directory
TBN,Tamboran Resources Corporation Common stock,NYSE,N,N,TBN,Nasdaq Trader Symbol Directory
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ,N,N,TBPH,Nasdaq Trader Symbol Directory
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ,N,N,TCBI,Nasdaq Trader Symbol Directory
